file	extension	original_path	relative_path	bytes	sha256	magic_hex	wad_hash	resolved_game_path	purpose	relevance	referenced_by
3d01bffa6a43cdb5.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3d01bffa6a43cdb5.tex	Braum.wad/3d01bffa6a43cdb5.tex	2756	6365caa58ca0b9a72b79f742efc116be84fdd7f059ecaf2e0d35ecaa291207e6	5445580040004000010a0001b9b0b990	3d01bffa6a43cdb5	assets/characters/braum/skins/skin24/particles/braum_skin24_colorramp_rgba.tex	League texture	other skin/shared; see reference graph	3f6a40609700ee85.bin;88b5dd6dc0e099bd.bin;8cf62c85e1e2e7f9.bin;992d3c62ff62964c.bin;a582cf4ad353f261.bin;b30d6dd1b38ee53c.bin;c5c66176cca69ad3.bin;caacae9cc35f0267.bin;d3dbd3f84a5b8600.bin
3d2135aa5d4369d7.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3d2135aa5d4369d7.tex	Braum.wad/3d2135aa5d4369d7.tex	21884	0e97182fa29cc21398a2eee00d0605ba5a59f97917816de805fb3eaa8e9d95f1	5445580080008000010c000169690000	3d2135aa5d4369d7	assets/characters/braum/skins/skin51/particles/braum_skin51_z_wateradd_02.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
3d22a90880fc5f9e.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3d22a90880fc5f9e.anm	Braum.wad/3d22a90880fc5f9e.anm	21362	185de11f8a2270fef2c653f7d71ceea5ae2195758b4bbaaa8e1129ff9970022f	7233643263616e6d0100000066530000	3d22a90880fc5f9e	assets/characters/braum/skins/base/animations/braum_spell3_run90.anm	Animation tracks	base or shared candidate	0b01eaec2c944f55.bin;57bea13d59e2af1a.bin;5e21202a9a0cef1a.bin;6c0cf3da2d377385.bin;72028fe917890575.bin;aa0aa8a7dd53a131.bin;d0fe19959c26552d.bin;de78a7f6bf5c9803.bin
3d237500586d7af1.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3d237500586d7af1.tex	Braum.wad/3d237500586d7af1.tex	21884	5e89d16d1ad75d20bc16dd7b18a76c459e4e6809b0a4500b95323e9a2d366388	5445580080008000010c0001ffff0000	3d237500586d7af1	assets/characters/braum/skins/skin34/particles/braum_skin34_r_fish.tex	League texture	other skin/shared; see reference graph	ff9b3266cfca2ba6.bin
3d36945109a34cd0.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3d36945109a34cd0.tex	Braum.wad/3d36945109a34cd0.tex	87420	92169085c202a1ea2501192799346cb894f4748594a0109152c5cada4f51df23	5445580000010001010c0001ffff0000	3d36945109a34cd0	assets/characters/braum/skins/skin11/particles/braum_skin11_q_flare.tex	League texture	other skin/shared; see reference graph	23b85b75eb659166.bin;2974de4048ee048b.bin;36b00af025f54940.bin;42ee6bdbfc9d170b.bin;4fe453abcf9c5181.bin;a44281cd843a8348.bin;bb8b47c7d87589f7.bin;d8a52eb470baa538.bin;e1dfd1a549890037.bin;ed7ecf9170cfaaf8.bin
3d3b7953113d1183.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3d3b7953113d1183.tex	Braum.wad/3d3b7953113d1183.tex	21884	d84d32d7dae9670c7020aaa52c101594a9cb5a0412662dbd6feeefa047592acc	5445580080008000010c00011e1e0000	3d3b7953113d1183	assets/characters/braum/skins/skin24/particles/braum_skin24_p_cooldowntimer.tex	League texture	other skin/shared; see reference graph	02ab7e4623adf97e.bin
3d78be127a96da11.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3d78be127a96da11.tex	Braum.wad/3d78be127a96da11.tex	87420	b88b32764444c0be51d8754fbb168b5a95c72e476d3192962f27dce2ea47c3f0	5445580000010001010c000113130000	3d78be127a96da11	assets/characters/braum/skins/skin02/particles/braum_skin02_e_shield_smoke.tex	League texture	other skin/shared; see reference graph	d0b441e03335be65.bin
3dd52e19c81a8460.skn	.skn	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3dd52e19c81a8460.skn	Braum.wad/3dd52e19c81a8460.skn	808070	c7e0784638264305361b8cc0b003e76c08aabdebdd226cd781bce0c9560ecd1f	332211000400010007000000426f6479	3dd52e19c81a8460	assets/characters/braum/skins/skin33/braum_skin33.skn	Skinned mesh with submeshes and vertex weights	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
3e099a552dd1c93c.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3e099a552dd1c93c.tex	Braum.wad/3e099a552dd1c93c.tex	349564	613bc09de74e5c36dca8f792fcfdf691f9905fb1d797f29abe6c876596801d71	5445580000020002010c000154540000	3e099a552dd1c93c	assets/characters/braum/skins/skin56/particles/braum_skin56_braum_skin56_shield_05.tex	League texture	other skin/shared; see reference graph	d56c87aaf7fac0ee.bin
3e16939db672f7b8.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3e16939db672f7b8.tex	Braum.wad/3e16939db672f7b8.tex	87420	edef3b1cfffcb4194ee6fc69248f6ac01b42845dd52cf5ed26e4340989da5cff	5445580000010001010c000176760000	3e16939db672f7b8	assets/characters/braum/skins/skin02/particles/braum_skin02_e_shield_heat.tex	League texture	other skin/shared; see reference graph	d0b441e03335be65.bin
3e1b01fb00eb48c8.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3e1b01fb00eb48c8.scb	Braum.wad/3e1b01fb00eb48c8.scb	9360	dc8a7440d60669319af0ad3121c4e64298ace4b8d3479c92699a9397baa5f946	723364324d6573680300020000000000	3e1b01fb00eb48c8	assets/characters/braum/skins/skin51/particles/braum_skin51_shield_05.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
3e345a7cf645a903.bin	.bin	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3e345a7cf645a903.bin	Braum.wad/3e345a7cf645a903.bin	25302	3919d8ecb93e5b8e0f3672705926bad149b490d5a37018b07e446b4195bbb734	50524f5003000000090000003f034441	3e345a7cf645a903	data/characters/braum/skins/skin20.bin	Property configuration and asset links	other skin/shared; see reference graph	
3e4990c60d47db37.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3e4990c60d47db37.tex	Braum.wad/3e4990c60d47db37.tex	21884	db1b734adb8eeaaebba94d38f2432f40a5573c0afb46c0bcec483e4985472628	5445580080008000010c000161610000	3e4990c60d47db37	assets/characters/braum/skins/skin33/particles/braum_skin33_z_crater_3sand100000.tex	League texture	other skin/shared; see reference graph	ac2d2bd054d44f09.bin
3e89fa8f41473d49.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3e89fa8f41473d49.scb	Braum.wad/3e89fa8f41473d49.scb	3776	a7f8a9972d99d5a1600c1757e7ac27b0d39c4574966c963606e22afb9c0e2108	723364324d65736803000200643a5c70	3e89fa8f41473d49	assets/characters/braum/skins/skin02/particles/braum_skin02_r_aoe_ringbig.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	d0b441e03335be65.bin
3e92d6eeb53acce7.skn	.skn	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3e92d6eeb53acce7.skn	Braum.wad/3e92d6eeb53acce7.skn	6028	a5a5cf6fb03c8f5ad0966d1497b902d168ebe0a352b8dcf216abb36ade82029a	3322110004000100010000006c616d62	3e92d6eeb53acce7	assets/characters/braum/skins/skin33/particles/braum_skin33_castle_3_amin.skn	Skinned mesh with submeshes and vertex weights	other skin/shared; see reference graph	ac2d2bd054d44f09.bin
3ed3e18bfc53fd3e.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3ed3e18bfc53fd3e.tex	Braum.wad/3ed3e18bfc53fd3e.tex	43740	2529b98a6538d7dbab198b5bba3eaf3ecd40626ac283d99d1be6c64a50681be7	5445580000018000010c000119190000	3ed3e18bfc53fd3e	assets/characters/braum/skins/skin42/particles/braum_skin42_e_shield_firealpha03.tex	League texture	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
3ede8e00eb5569fe.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3ede8e00eb5569fe.tex	Braum.wad/3ede8e00eb5569fe.tex	16396	8ef45c06aa9acb91b985227c27089e8f70fa8db8a5f6d2682f7d4c03523fc107	5445580080008000010c000000000000	3ede8e00eb5569fe	assets/characters/braum/hud/braum_circle_1.tex	League texture	other skin/shared; see reference graph	1eb4979be4e9320c.bin;26fe02fb42fe5d0f.bin;3e345a7cf645a903.bin;4b8cf46e9a27ff51.bin;4fed391540044397.bin;5d7e7a1984eb745d.bin;69066dbc18657bec.bin;7b9824cbef34ed4d.bin;812e1da9fe14f1ec.bin;a497a5055810256b.bin;e250f290f6212f81.bin
3efce41862fa7bca.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3efce41862fa7bca.tex	Braum.wad/3efce41862fa7bca.tex	21884	aad6cf7b1a19ea80699ff924f5567c6662dafdfe9d18b20c7ab8b4d752811b58	5445580080008000010c000131310000	3efce41862fa7bca	assets/characters/braum/skins/skin51/particles/braum_skin51_w_crack6_ersion0.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
3efe02520689d652.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3efe02520689d652.scb	Braum.wad/3efe02520689d652.scb	17128	e54a66b272b3f1757236abb400ddc44279b8d3e0fd66a8a78831b5822d1c4a77	723364324d6573680300020000000000	3efe02520689d652	assets/characters/braum/skins/skin33/particles/braum_skin33_r_wave_5.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
3f3583b51472a448.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3f3583b51472a448.tex	Braum.wad/3f3583b51472a448.tex	21884	8c806c9888523203f8d8991f4b2cca6dedd8902b3972da0d1cbc711cc9fb8b9e	5445580080008000010c000143430000	3f3583b51472a448	assets/characters/braum/skins/skin33/particles/braum_skin33_q_cone_waves.tex	League texture	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
3f42f2aa700666f2.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3f42f2aa700666f2.tex	Braum.wad/3f42f2aa700666f2.tex	349564	5c0f3f15a09c8bd9cd66529598de0361add1af38ffbf8ed3080f737d31082b79	5445580000020002010c000113130000	3f42f2aa700666f2	assets/characters/braum/skins/skin02/particles/braum_skin02_p_stack_03.tex	League texture	other skin/shared; see reference graph	d0b441e03335be65.bin
3f6a40609700ee85.bin	.bin	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3f6a40609700ee85.bin	Braum.wad/3f6a40609700ee85.bin	120693	b66dd0e5affcb7d918991c6407e49be56cc5ea77f88dd560e6d00002610d9789	50524f50030000000800000031024441	3f6a40609700ee85	data/characters/braum/skins/skin25.bin	Property configuration and asset links	other skin/shared; see reference graph	
3f6fdf2fff19d128.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3f6fdf2fff19d128.tex	Braum.wad/3f6fdf2fff19d128.tex	174788	7c4d95e2137a89392b57856541b7301643738ea1e97ade427f11771eb486f25b	5445580000020002010a0001aa53c632	3f6fdf2fff19d128	assets/characters/braum/skins/skin16/particles/braum_skin16_q_mis.tex	League texture	other skin/shared; see reference graph	d8a52eb470baa538.bin
3f920cd001ab5c9d.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3f920cd001ab5c9d.tex	Braum.wad/3f920cd001ab5c9d.tex	43716	c49a80c46433579d08687be4a650d93879bcd7243646d68e36144f8bdc176f1a	5445580000010001010a000104110529	3f920cd001ab5c9d	assets/characters/braum/skins/skin51/particles/braum_skin51_lightning_05.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
3fa39af05f04c121.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3fa39af05f04c121.anm	Braum.wad/3fa39af05f04c121.anm	86054	c7f383e05481b9c815dad6f9e915fe1f15bd88fa232404683e55faf6ae553aa5	7233643263616e6d010000001a500100	3fa39af05f04c121	assets/characters/braum/skins/skin11/animations/braum_death.anm	Animation tracks	other skin/shared; see reference graph	e43dcf714c8a2a42.bin
3fb7eaeb9e44f1df.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3fb7eaeb9e44f1df.tex	Braum.wad/3fb7eaeb9e44f1df.tex	174788	72825056f8f0d58792d1f1ea25e30d4ebd2b763ddb8ee5c000fbe0f249d776f5	5445580000020002010a000169710d52	3fb7eaeb9e44f1df	assets/characters/braum/skins/skin14/particles/braum_skin14_q_mis.tex	League texture	other skin/shared; see reference graph	4fe453abcf9c5181.bin
3ff9b95725245595.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3ff9b95725245595.tex	Braum.wad/3ff9b95725245595.tex	2756	58307879abad508a30e01c2b42b3383b535a9f9ddf0847d3faacb9913b9624f8	5445580040004000010a0001118c0d6c	3ff9b95725245595	assets/characters/braum/skins/skin51/particles/braum_skin51_32.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
3ffbebf416535834.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\3ffbebf416535834.tex	Braum.wad/3ffbebf416535834.tex	5500	823941857a0837ae65a721b879433c98741e9a94f1571db4968fe8c33da3f35c	5445580040004000010c00014e4e0000	3ffbebf416535834	assets/characters/braum/skins/skin33/particles/braum_skin33_distort_rgba.tex	League texture	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;ac2d2bd054d44f09.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
4011529ceae54d2d.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4011529ceae54d2d.tex	Braum.wad/4011529ceae54d2d.tex	10948	86c61f1d2fa591ee3d0bfbd646e0e0f53fc0d1ba4a2562851b417a99b0e2fe8d	5445580080008000010a000185298510	4011529ceae54d2d	assets/characters/braum/skins/skin51/particles/braum_skin51_star_flash_01.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
40431d6e095cdd12.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\40431d6e095cdd12.tex	Braum.wad/40431d6e095cdd12.tex	87420	81130ecbf6f8b96485fd032f5eefc9435281dba5f926acffc80b46d4d75f8ce2	5445580000010001010c000113130000	40431d6e095cdd12	assets/characters/braum/skins/base/particles/braum_base_e_shield_smoke.tex	League texture	base or shared candidate	b8d6f27624ae797b.bin
407a82ee84e26fe0.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\407a82ee84e26fe0.tex	Braum.wad/407a82ee84e26fe0.tex	87420	671956fb325cd26b44c60c2f489581260168641a15c6200444a11f3ef4195d19	5445580000010001010c00011c1c0000	407a82ee84e26fe0	assets/characters/braum/skins/skin01/particles/braum_skin01_ba_trail_cas_02.tex	League texture	other skin/shared; see reference graph	fca448d5ff3861b5.bin
407dbb6404846d42.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\407dbb6404846d42.scb	Braum.wad/407dbb6404846d42.scb	17556	82ccc4bd7ee72a27e250bbcb80b782cb80f1ebf887cc08a0b32c9036474cc72d	723364324d6573680300020000000000	407dbb6404846d42	assets/characters/braum/skins/skin51/particles/braum_skin51_shield_03.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
408b6ee702f34a87.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\408b6ee702f34a87.tex	Braum.wad/408b6ee702f34a87.tex	43716	85bc85be231a45698feb41e233c5ae5b48a7e7a58bd40460a8370482658538b7	5445580000010001010a000120080000	408b6ee702f34a87	assets/characters/braum/skins/skin51/particles/braum_skin51_shield_tx_08.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
409118f6249739c4.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\409118f6249739c4.tex	Braum.wad/409118f6249739c4.tex	21884	5f2595af95c83b9b51f9d6a790a40c07eb93c6501d4082f53b8794ccc579496b	5445580080008000010c000129290000	409118f6249739c4	assets/characters/braum/skins/skin10/particles/braum_skin10_q_slow_swirls.tex	League texture	other skin/shared; see reference graph	f63b31a3da327a4f.bin
40b41cd3b38bfa73.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\40b41cd3b38bfa73.anm	Braum.wad/40b41cd3b38bfa73.anm	57662	54c976018814eb8a39ffd05fe7e579353cfa69b6ef19be0d2c92d3d6badef4e1	7233643263616e6d0100000032e10000	40b41cd3b38bfa73	assets/characters/braum/skins/skin10/animations/braum_skin04_run_homeguard.anm	Animation tracks	other skin/shared; see reference graph	57bea13d59e2af1a.bin
40e9c583f7a6a151.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\40e9c583f7a6a151.scb	Braum.wad/40e9c583f7a6a151.scb	91120	3d67b24826b3cbba7ad904424363ed8bee104a2c839a0aed28c1afdc8d43116c	723364324d65736803000200633a5c6c	40e9c583f7a6a151	assets/characters/braum/skins/skin33/particles/braum_skin33_q_mis_energyflame.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
40fc04d739247d92.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\40fc04d739247d92.scb	Braum.wad/40fc04d739247d92.scb	91120	3d67b24826b3cbba7ad904424363ed8bee104a2c839a0aed28c1afdc8d43116c	723364324d65736803000200633a5c6c	40fc04d739247d92	assets/characters/braum/skins/skin24/particles/braum_skin24_q_mis_energyflame.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	3f6a40609700ee85.bin;88b5dd6dc0e099bd.bin;8cf62c85e1e2e7f9.bin;992d3c62ff62964c.bin;a582cf4ad353f261.bin;b30d6dd1b38ee53c.bin;c5c66176cca69ad3.bin;caacae9cc35f0267.bin;d3dbd3f84a5b8600.bin
412b9613a3067a34.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\412b9613a3067a34.tex	Braum.wad/412b9613a3067a34.tex	5500	313f7cc5a86321ba202f4787ccbada0aa3b628f5aec704048931823d75a0095c	5445580040004000010c000195950000	412b9613a3067a34	assets/characters/braum/skins/skin02/particles/braum_skin02_r_spatter_rgba.tex	League texture	other skin/shared; see reference graph	d0b441e03335be65.bin
41597eb0f21243da.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\41597eb0f21243da.tex	Braum.wad/41597eb0f21243da.tex	43740	fa7791b4d0955a43fbcdb9b05f812fcf76082087d97c5559115201428266e329	5445580000018000010c000106060000	41597eb0f21243da	assets/characters/braum/skins/skin33/particles/braum_skin33_w_ground_crack_4x1.tex	League texture	other skin/shared; see reference graph	ac2d2bd054d44f09.bin
41672bc4bbee74a6.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\41672bc4bbee74a6.tex	Braum.wad/41672bc4bbee74a6.tex	699076	5b13f4eda5fd6bc2fc853ac08f9e23887aa6b478eaaa49969b0e65938de5e005	5445580000040004010a0001e739a519	41672bc4bbee74a6		League texture	other skin/shared; see reference graph	
4173f7762db9db4c.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4173f7762db9db4c.tex	Braum.wad/4173f7762db9db4c.tex	87452	48bb47fb72d920f20c92468537235851f789edc95752df597a99e69df7135c75	5445580000028000010c00017d7d0000	4173f7762db9db4c	assets/characters/braum/skins/skin33/particles/braum_skin33_q_tar_update_swirl_scroll_dark_mask.tex	League texture	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;ac2d2bd054d44f09.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
4174ce25f141cbb1.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4174ce25f141cbb1.tex	Braum.wad/4174ce25f141cbb1.tex	349564	ca3fda9b53d7ffced4e34222864d5621f626a494249d071d2a7c3a2d7005bffa	5445580000020002010c0001ffff0000	4174ce25f141cbb1	assets/characters/braum/skins/skin58/particles/braum_skin58_r_stone_01.tex	League texture	other skin/shared; see reference graph	08e5b232f3994eee.bin
418c82c057a3bf47.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\418c82c057a3bf47.tex	Braum.wad/418c82c057a3bf47.tex	1398140	d56faa9632941dc08366445436cf970a0ed140fe622527a540fd59b347da86e4	5445580000040004010c0001ffff0000	418c82c057a3bf47		League texture	other skin/shared; see reference graph	
41d140b723b4c86c.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\41d140b723b4c86c.tex	Braum.wad/41d140b723b4c86c.tex	87420	15cdc0ff350660ad8d4031ca9d8fc9815f4c34d4c197e3efb96fad55903c5724	5445580000010001010c000102020000	41d140b723b4c86c	assets/characters/braum/skins/skin52/particles/braum_skin52_shield_tx_02.tex	League texture	other skin/shared; see reference graph	d01bf01d5611bc53.bin
41db06f76e13feb0.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\41db06f76e13feb0.scb	Braum.wad/41db06f76e13feb0.scb	9628	835b0bfe16338037573a3fb188a5827221ec7106e6773fd9e6777e3aa43e57f0	723364324d65736802000200653a5c72	41db06f76e13feb0	assets/characters/braum/skins/base/particles/braum_base_q_knock_up_tar.scb	Static mesh, commonly VFX geometry	base or shared candidate	b8d6f27624ae797b.bin;f2ef4463d62600e6.bin
42048c26f167152e.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\42048c26f167152e.tex	Braum.wad/42048c26f167152e.tex	349556	90a4432029b666f4e0e3189f0bb061b12eb73e1181f6c98d8ac42bd6ff346b90	5445580000040002010a000163414642	42048c26f167152e	assets/characters/braum/skins/skin07/particles/braum_skin07_e_shield_override.tex	League texture	other skin/shared; see reference graph	e250f290f6212f81.bin
4256a70935be6c84.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4256a70935be6c84.tex	Braum.wad/4256a70935be6c84.tex	10948	938f91619f0bf2b08354fe26221628bb25e16ad1a9a298242189566623a74a94	5445580080008000010a0001a108a420	4256a70935be6c84	assets/characters/braum/skins/skin33/particles/spark.tex	League texture	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
4267720c03170b94.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4267720c03170b94.tex	Braum.wad/4267720c03170b94.tex	699076	8f6129398bcfc793ba5ff69744599c6a93bfe1e714f5d00e902e12a48716d5ed	5445580000040004010a0001cbc8aee1	4267720c03170b94		League texture	other skin/shared; see reference graph	
427177bcfb26c94b.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\427177bcfb26c94b.tex	Braum.wad/427177bcfb26c94b.tex	21884	8caa505be9d53da4888b1d3f408e5f90ca01bed405503c37edd5b3945622d922	5445580080008000010c00015d5d0000	427177bcfb26c94b	assets/characters/braum/skins/skin24/particles/braum_skin24_q_misglow.tex	League texture	other skin/shared; see reference graph	3f6a40609700ee85.bin;88b5dd6dc0e099bd.bin;8cf62c85e1e2e7f9.bin;992d3c62ff62964c.bin;a582cf4ad353f261.bin;b30d6dd1b38ee53c.bin;c5c66176cca69ad3.bin;caacae9cc35f0267.bin;d3dbd3f84a5b8600.bin
42860c8b1acbb5aa.dds	.dds	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\42860c8b1acbb5aa.dds	Braum.wad/42860c8b1acbb5aa.dds	2176	a0a9f05a9feafe7a13de273c9fa3d52b0ba79faf1ee9a17cbdc7a20106ccaacc	444453207c0000000710080040000000	42860c8b1acbb5aa	assets/spells/icons2d/pantheon_aoz.dds	DirectDraw texture	other skin/shared; see reference graph	
4295ebdab1f4b0ac.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\4295ebdab1f4b0ac.tex	Braum.wad/4295ebdab1f4b0ac.tex	5500	72b00a133586c24e44c15311d5ee5301336b5dddab9b04451cc00c8d2c3700bf	5445580040004000010c00014e4e0000	4295ebdab1f4b0ac	assets/characters/braum/skins/skin33/particles/braum_skin33_q_gradient.tex	League texture	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
42da5603f6c5e9c1.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\42da5603f6c5e9c1.anm	Braum.wad/42da5603f6c5e9c1.anm	121304	ad9143dbb202092762c614627db886a45fad25b17e6557d0c1bdfef9ee804e2c	7233643263616e6d01000000ccd90100	42da5603f6c5e9c1		Animation tracks	other skin/shared; see reference graph	
