file	extension	original_path	relative_path	bytes	sha256	magic_hex	wad_hash	resolved_game_path	purpose	relevance	referenced_by
e34b353a65d2424d.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e34b353a65d2424d.tex	Braum.wad/e34b353a65d2424d.tex	87420	c9dfe0d85fb8a5137898b68a64d449c8757e38fa27b58eb64184a82c64450534	5445580000010001010c000105050000	e34b353a65d2424d	assets/characters/braum/skins/skin10/particles/braum_base_r_dirt_spatter.tex	League texture	other skin/shared; see reference graph	2974de4048ee048b.bin;2dc39c165f3aa923.bin
e34bd3095a79592e.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e34bd3095a79592e.tex	Braum.wad/e34bd3095a79592e.tex	87420	ec4db104488079cdc128a658d1990205828f9195750ee84eb54ab1bb3d0229e7	5445580000010001010c0001d4d40000	e34bd3095a79592e	assets/characters/braum/skins/base/particles/braum_base_e_shield_inchant_mult.tex	League texture	base or shared candidate	03e78a116663752e.bin;eb9d53354a504663.bin
e3d608fc46e83968.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e3d608fc46e83968.scb	Braum.wad/e3d608fc46e83968.scb	43888	8730c8243019480ccd8044f77c4e5d43ed0f4999552cc6900c8bdea82e9bdf53	723364324d6573680300020000000000	e3d608fc46e83968	assets/characters/braum/skins/skin51/particles/braum_skin51_z_snow_edge1.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	7a1193b055eb059a.bin
e4078d70e5b8ff89.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e4078d70e5b8ff89.tex	Braum.wad/e4078d70e5b8ff89.tex	36	ff2137e5ee5e0e0bb23ce5622cb436169c5fe48996e22d1260d64810d8415d6f	5445580004000400010a0001fffffeff	e4078d70e5b8ff89	assets/shared/materials/white.tex	League texture	other skin/shared; see reference graph	087454f36df0c471.bin;21c14331eb9e3fdd.bin;3f6a40609700ee85.bin;5665076b09fc85c9.bin;60bd129d627e731e.bin;88b5dd6dc0e099bd.bin;8cf62c85e1e2e7f9.bin;992d3c62ff62964c.bin;99f61b5c2dd61e45.bin;a485c4b46181b64d.bin;a582cf4ad353f261.bin;ab5fbb4cdcdfb2ef.bin;b30d6dd1b38ee53c.bin;b4470b8fb5a238f6.bin;c5c66176cca69ad3.bin;caacae9cc35f0267.bin;d3dbd3f84a5b8600.bin;e4dae9eea59fb2f8.bin;fbd72592f4eee68e.bin
e4288751a5fb5fc2.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e4288751a5fb5fc2.tex	Braum.wad/e4288751a5fb5fc2.tex	349564	40be02b73975c371141b3091799e094b39eb7885a40847b8f3a13ba2d5199359	5445580000020002010c000108080000	e4288751a5fb5fc2	assets/characters/braum/skins/skin31/particles/braum_skin31_q_cookie_shard.tex	League texture	other skin/shared; see reference graph	c5c66176cca69ad3.bin
e43dcf714c8a2a42.bin	.bin	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e43dcf714c8a2a42.bin	Braum.wad/e43dcf714c8a2a42.bin	56228	952be31131405147ab714aea6381856f6b01134ce47658c483c27c16c264f8e2	50524f50030000000000000001000000	e43dcf714c8a2a42	data/characters/braum/animations/skin11.bin	Property configuration and asset links	other skin/shared; see reference graph	23b85b75eb659166.bin;36b00af025f54940.bin;42ee6bdbfc9d170b.bin;4fe453abcf9c5181.bin;a44281cd843a8348.bin;bb8b47c7d87589f7.bin;d8a52eb470baa538.bin;e1dfd1a549890037.bin;ed7ecf9170cfaaf8.bin
e45bbc91b0d31112.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e45bbc91b0d31112.anm	Braum.wad/e45bbc91b0d31112.anm	80228	98dc832d3d3272d6e131c98e6634d4e9bc553ab1c57603635e7a567480b3581e	72336432616e6d640400000058390100	e45bbc91b0d31112	assets/characters/braum/skins/base/animations/braum_spell3_punchleft-45.anm	Animation tracks	base or shared candidate	0b01eaec2c944f55.bin;57bea13d59e2af1a.bin;5e21202a9a0cef1a.bin;6c0cf3da2d377385.bin;72028fe917890575.bin;aa0aa8a7dd53a131.bin;d0fe19959c26552d.bin;de78a7f6bf5c9803.bin;e43dcf714c8a2a42.bin
e4a9a819adfa11a0.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e4a9a819adfa11a0.tex	Braum.wad/e4a9a819adfa11a0.tex	43716	e23720f4f87e416107f9dd9554801e927c203a5b25e8ec51499061ccf705b206	5445580000010001010a00014ffc71fb	e4a9a819adfa11a0	assets/characters/braum/skins/skin24/particles/braum_skin24_map_candy_red.tex	League texture	other skin/shared; see reference graph	02ab7e4623adf97e.bin
e4aba8c837a91ca8.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e4aba8c837a91ca8.tex	Braum.wad/e4aba8c837a91ca8.tex	10948	028d5108565b51fe2e1198adb88067c57bff1eeedc186365909fd89b6f650bc1	5445580080008000010a0001a539a929	e4aba8c837a91ca8	assets/characters/braum/skins/skin51/particles/braum_skin51_z_energystrands.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
e4b89debfe562733.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e4b89debfe562733.tex	Braum.wad/e4b89debfe562733.tex	21884	6b14882bd9c3b103db8188cfdd1f04061c88abdb976d755faa601aba2359f84d	5445580080008000010c000195950000	e4b89debfe562733	assets/characters/braum/skins/skin51/particles/braum_skin51_q_fire_trail_up.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
e4dae9eea59fb2f8.bin	.bin	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e4dae9eea59fb2f8.bin	Braum.wad/e4dae9eea59fb2f8.bin	11080	a45ee6cec5a997ed27353c5458d33809416621a0aeb7e6595abc90e40709feab	50524f5003000000040000009a004441	e4dae9eea59fb2f8	data/characters/braum/skins/skin44.bin	Property configuration and asset links	other skin/shared; see reference graph	
e535bb11b8b4144d.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e535bb11b8b4144d.tex	Braum.wad/e535bb11b8b4144d.tex	43732	09f3dacd4b663edd5187cba3e3e6926d9c1249e6bfb760e0f03074dc04f2e20e	5445580080000002010a000142084200	e535bb11b8b4144d	assets/characters/braum/skins/base/particles/braum_base_r_indicator_side.tex	League texture	base or shared candidate	2974de4048ee048b.bin;2dc39c165f3aa923.bin;b8bd8d39ea1d1810.bin;fca448d5ff3861b5.bin
e5471ccf27849b86.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e5471ccf27849b86.scb	Braum.wad/e5471ccf27849b86.scb	34784	aad28a753f850ea47d91da3b0f54304a131c6724b98bc084e87ee62e1ea72d62	723364324d65736803000200653a5c72	e5471ccf27849b86	assets/characters/braum/skins/skin02/particles/braum_skin02_e_shield_inchant_ini.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	d0b441e03335be65.bin
e563d2ec94e4fc24.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e563d2ec94e4fc24.tex	Braum.wad/e563d2ec94e4fc24.tex	43716	85667b6ca9ec38ba3ea5c3a105639430aa79acd7a46fa96e87aa152a0025558b	5445580000010001010a0001a2080100	e563d2ec94e4fc24	assets/characters/braum/skins/base/particles/braum_base_q_end_spark_mis.tex	League texture	base or shared candidate	2dc39c165f3aa923.bin;b8d6f27624ae797b.bin;f2ef4463d62600e6.bin;f63b31a3da327a4f.bin
e56f43628ab0b84d.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e56f43628ab0b84d.tex	Braum.wad/e56f43628ab0b84d.tex	21884	6ce600a5c83b9e3bc60659e2a6f5471d67c7e07557aa3790cfe11ef02871494a	5445580080008000010c00012d2d0000	e56f43628ab0b84d	assets/characters/braum/skins/skin51/particles/cirlcle_01.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7a1193b055eb059a.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
e5bde7f7b0ac30bc.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e5bde7f7b0ac30bc.tex	Braum.wad/e5bde7f7b0ac30bc.tex	2756	6005651f1e9b2ee63991feddc6c7b554ee572bb1ae50399df64b29eecb46c80f	5445580040004000010a00011084f39c	e5bde7f7b0ac30bc	assets/characters/braum/skins/base/particles/braum_base_e_shield_rgba.tex	League texture	base or shared candidate	03e78a116663752e.bin;2974de4048ee048b.bin;eb9d53354a504663.bin
e609538287be3658.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e609538287be3658.tex	Braum.wad/e609538287be3658.tex	43740	0d255b11e99d867de8f0c800a14ce5c4625b138b7674207cf468a1b739884f88	5445580000018000010c000121210000	e609538287be3658	assets/characters/braum/skins/skin33/particles/braum_skin33_q_edge_water.tex	League texture	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
e63e7a9cbb51a42f.bin	.bin	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e63e7a9cbb51a42f.bin	Braum.wad/e63e7a9cbb51a42f.bin	3363	b7dd3fd8a822c6986d8c022c38ec347af9915427cd8c47e95f067b3548fb2928	50524f5003000000030000003f034441	e63e7a9cbb51a42f	data/characters/braum/skins/root.bin	Property configuration and asset links	other skin/shared; see reference graph	
e66d2c9c085d10d2.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e66d2c9c085d10d2.tex	Braum.wad/e66d2c9c085d10d2.tex	87420	b35501681a5456ce2b7cf943a92841ec4de070c9b5cef519b6bcc3b245495958	5445580000010001010c000111110000	e66d2c9c085d10d2	assets/characters/braum/skins/skin51/particles/braum_skin51_p_skin51_03.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
e6a391eda51c7287.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e6a391eda51c7287.tex	Braum.wad/e6a391eda51c7287.tex	87420	8891f49f35db6c80782d6e483f17546a2b531f5b7264d9327bbdce3b40a141c3	5445580000010001010c00011f1f0000	e6a391eda51c7287	assets/characters/braum/skins/skin01/particles/braum_skin01_q_ini_ring_02.tex	League texture	other skin/shared; see reference graph	fca448d5ff3861b5.bin
e6bddb590a1437a7.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e6bddb590a1437a7.anm	Braum.wad/e6bddb590a1437a7.anm	16492	4eba434b8254c494d8b5dce22596532980cf64eaa87cd2797d2e5e066ad267c3	72336432616e6d640500000060400000	e6bddb590a1437a7	assets/characters/braum/skins/base/animations/braum_channel_in.anm	Animation tracks	base or shared candidate	0b01eaec2c944f55.bin;57bea13d59e2af1a.bin;5e21202a9a0cef1a.bin;6c0cf3da2d377385.bin;72028fe917890575.bin;aa0aa8a7dd53a131.bin;d0fe19959c26552d.bin;de78a7f6bf5c9803.bin
e6ca56be3051e69e.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e6ca56be3051e69e.scb	Braum.wad/e6ca56be3051e69e.scb	34516	573c2d4af7007434317caa4af04a0ed4fa2de4e2e164555e5a5f90e3dc76ab1c	723364324d6573680300020000000000	e6ca56be3051e69e	assets/characters/braum/skins/skin42/particles/braum_skin42_r_vegetable01.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
e6df389ec21152f3.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e6df389ec21152f3.tex	Braum.wad/e6df389ec21152f3.tex	87420	c105eec1738613d7b650f8e3d8df8260daed24ec936533a2599d61427665b65a	5445580000010001010c00012d2d0000	e6df389ec21152f3	assets/characters/braum/skins/base/particles/braum_base_r_normal.tex	League texture	base or shared candidate	03e78a116663752e.bin;2974de4048ee048b.bin;2dc39c165f3aa923.bin;eb9d53354a504663.bin;f63b31a3da327a4f.bin
e6fe12c32befc21f.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e6fe12c32befc21f.tex	Braum.wad/e6fe12c32befc21f.tex	87452	8564d2ec88154bac5a254fde72838b67735c032108cd784ec198f2c290e9dba6	5445580000028000010c000129290000	e6fe12c32befc21f	assets/characters/braum/skins/skin11/particles/braum_skin11_z_slowtrail_add.tex	League texture	other skin/shared; see reference graph	23b85b75eb659166.bin;2974de4048ee048b.bin;36b00af025f54940.bin;42ee6bdbfc9d170b.bin;4fe453abcf9c5181.bin;a44281cd843a8348.bin;bb8b47c7d87589f7.bin;d8a52eb470baa538.bin;e1dfd1a549890037.bin;ed7ecf9170cfaaf8.bin
e711c10a89bc8e49.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e711c10a89bc8e49.tex	Braum.wad/e711c10a89bc8e49.tex	349564	613bc09de74e5c36dca8f792fcfdf691f9905fb1d797f29abe6c876596801d71	5445580000020002010c000154540000	e711c10a89bc8e49	assets/characters/braum/skins/skin52/particles/braum_skin52_braum_skin52_shield_05.tex	League texture	other skin/shared; see reference graph	d01bf01d5611bc53.bin
e75c33c4004c0f92.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e75c33c4004c0f92.scb	Braum.wad/e75c33c4004c0f92.scb	61808	2b94606154dd9237a337194033d0756e374c10600995ead1ca1382888c1a47fb	723364324d65736803000200643a5c70	e75c33c4004c0f92	assets/characters/braum/skins/skin02/particles/braum_skin02_q_chair.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	d0b441e03335be65.bin
e784a2f130955d30.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e784a2f130955d30.anm	Braum.wad/e784a2f130955d30.anm	44672	c32a4132c6ecfa7da51e1a6e928010c6eb5454421a3c93489749b2c832b71b84	72336432616e6d640500000074ae0000	e784a2f130955d30	assets/characters/braum/skins/base/animations/braum_spell3_punch-45.anm	Animation tracks	base or shared candidate	0b01eaec2c944f55.bin;57bea13d59e2af1a.bin;5e21202a9a0cef1a.bin;6c0cf3da2d377385.bin;72028fe917890575.bin;aa0aa8a7dd53a131.bin;d0fe19959c26552d.bin;de78a7f6bf5c9803.bin
e831a9706d40b7c0.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e831a9706d40b7c0.tex	Braum.wad/e831a9706d40b7c0.tex	87420	cdc39ccfd6bb5ad5197508a7602d58ea9e44dae27669303bdd36188575b0c437	5445580000010001010c000137370000	e831a9706d40b7c0	assets/characters/braum/skins/skin24/particles/braum_skin24_ba_spikes_tar.tex	League texture	other skin/shared; see reference graph	02ab7e4623adf97e.bin
e887c772a6470497.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e887c772a6470497.tex	Braum.wad/e887c772a6470497.tex	21884	4db09f6179b08c832bb77a6457f9c8af70aaa893389ef400c6a22a33119932b9	5445580080008000010c0001e4e40000	e887c772a6470497	assets/characters/braum/skins/skin02/particles/braum_skin02_r_ice_shards_02.tex	League texture	other skin/shared; see reference graph	d0b441e03335be65.bin
e9180fb68fedeedd.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e9180fb68fedeedd.tex	Braum.wad/e9180fb68fedeedd.tex	87420	b52b7edd2789c294046e2c677d8ca42512d35a956186f41c625f3ca92aab902e	5445580000010001010c00012f2f0000	e9180fb68fedeedd	assets/characters/braum/skins/skin51/particles/braum_skin51_e_ground_sub02.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
e9480f4dd6a59e8c.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e9480f4dd6a59e8c.tex	Braum.wad/e9480f4dd6a59e8c.tex	21884	345dbbc145c3efc067b7c52142cbad2a3c75b2f80657679f9d776e2a3a12c26b	5445580080008000010c000155550000	e9480f4dd6a59e8c	assets/characters/braum/skins/skin10/particles/braum_base_q_frost_tail_mult_mis.tex	League texture	other skin/shared; see reference graph	2974de4048ee048b.bin;eb9d53354a504663.bin
e94a7698328dfae8.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e94a7698328dfae8.tex	Braum.wad/e94a7698328dfae8.tex	87420	f610ed99a074a2174d511c4852f89d8e8e2065823f96846745ec5d9992a5cb5e	5445580000010001010c0001fdfd0000	e94a7698328dfae8	assets/characters/braum/skins/skin02/particles/braum_skin02_ba_solar_circle.tex	League texture	other skin/shared; see reference graph	d0b441e03335be65.bin
e9952e87937bf3d9.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e9952e87937bf3d9.tex	Braum.wad/e9952e87937bf3d9.tex	174788	52f58a47acd97c0493048f8d753e7e7ad453c12708335f904e4d792a47aa0b47	5445580000020002010a000125792372	e9952e87937bf3d9	assets/characters/braum/skins/skin12/particles/braum_skin12_q_mis.tex	League texture	other skin/shared; see reference graph	ed7ecf9170cfaaf8.bin
e9aaa7aaf0f6259d.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e9aaa7aaf0f6259d.tex	Braum.wad/e9aaa7aaf0f6259d.tex	21884	44bcbcffb59ae4e0a01fe648790fa7b73b9fb31f9069c2e3e6f5d5e8842d6e5d	5445580080008000010c00011c1c0000	e9aaa7aaf0f6259d	assets/characters/braum/skins/skin02/particles/braum_skin02_r_flying_stone.tex	League texture	other skin/shared; see reference graph	d0b441e03335be65.bin
e9d009520b00ae9a.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e9d009520b00ae9a.anm	Braum.wad/e9d009520b00ae9a.anm	18002	f28960be3567027a9d0e87e1c284e431a861f5bce4d2e1c45b86f6f446ecfbd3	7233643263616e6d0100000046460000	e9d009520b00ae9a	assets/characters/braum/skins/base/animations/braum_spell3_idle90.anm	Animation tracks	base or shared candidate	0b01eaec2c944f55.bin;57bea13d59e2af1a.bin;5e21202a9a0cef1a.bin;6c0cf3da2d377385.bin;72028fe917890575.bin;aa0aa8a7dd53a131.bin;d0fe19959c26552d.bin;de78a7f6bf5c9803.bin
e9d66d60bdf3d006.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e9d66d60bdf3d006.tex	Braum.wad/e9d66d60bdf3d006.tex	5500	06268b3a59f432b046015cdaa18562fde5ec68b7b1b6b0a0bc1317ceafb3e9d3	5445580040004000010c0001e1e10000	e9d66d60bdf3d006	assets/characters/braum/skins/skin01/particles/braum_skin01_r_teamhardbell_rgba.tex	League texture	other skin/shared; see reference graph	fca448d5ff3861b5.bin
e9e3881b8ada77ec.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\e9e3881b8ada77ec.tex	Braum.wad/e9e3881b8ada77ec.tex	10948	f1aa6649608e64318d64a9ce793910e3f8f7d97a4d7fdf8a51528c3ff3570c2e	5445580080008000010a000152657244	e9e3881b8ada77ec	assets/characters/braum/skins/skin33/particles/braum_skin33_ramp_2.tex	League texture	other skin/shared; see reference graph	25c2b1d3f80a7166.bin;399a7a520477b139.bin;3a207b8680fc4f78.bin;4af4d37cc3da7630.bin;775c4474dbe4b86c.bin;cf092c39484cec07.bin;f2aa871abddf9427.bin;f5df8e88540921e0.bin;ff9b3266cfca2ba6.bin
ea010b146b8a31fb.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\ea010b146b8a31fb.scb	Braum.wad/ea010b146b8a31fb.scb	28096	a7f46f31a8799408e8189855f5ec3aa7021126b8399abe462c996b02c7b534eb	723364324d65736803000200653a5c72	ea010b146b8a31fb	assets/characters/braum/skins/skin33/particles/braum_skin33_ba_trail_02.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	ac2d2bd054d44f09.bin
ea7a082121d484c4.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\ea7a082121d484c4.tex	Braum.wad/ea7a082121d484c4.tex	21884	906640b15b5ae4f765d2e6e4317890719a34a0b42d503f5a0a6f1180627b6d4f	5445580080008000010c0001e8e80000	ea7a082121d484c4	assets/characters/braum/skins/skin37/particles/braum_skin37_e_shield_mult_texture_2.tex	League texture	other skin/shared; see reference graph	4af4d37cc3da7630.bin
ea97eb93d6eb3891.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\ea97eb93d6eb3891.tex	Braum.wad/ea97eb93d6eb3891.tex	87420	2425c029a9c1a0bb261e37e817aa1946953d48c61bd0c3b43af4f6fb29c1c561	5445580000010001010c00010d0d0000	ea97eb93d6eb3891	assets/characters/braum/skins/skin33/particles/braum_skin02_p_mark_glow_stack_1.tex	League texture	other skin/shared; see reference graph	ac2d2bd054d44f09.bin
ead31d150f2c6b55.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\ead31d150f2c6b55.tex	Braum.wad/ead31d150f2c6b55.tex	87420	edb4aac025523031af107791159b4c0710b47a454741d13623fdf4adeaa4e1e3	5445580000010001010c00013b3b0000	ead31d150f2c6b55	assets/characters/braum/skins/skin01/particles/braum_skin01_r_frozen_ground_mis.tex	League texture	other skin/shared; see reference graph	fca448d5ff3861b5.bin
eaf74e5b15938908.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\eaf74e5b15938908.tex	Braum.wad/eaf74e5b15938908.tex	43740	ac1a60aa29a72c70cdab734d2584082e2f9ff78771aa7baa062aeafc6570f6e5	5445580000018000010c0001ffff0000	eaf74e5b15938908	assets/characters/braum/skins/skin42/particles/braum_skin42_e_linearsplashes_01_dissolve.tex	League texture	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
eb8fdccc92ce4598.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\eb8fdccc92ce4598.anm	Braum.wad/eb8fdccc92ce4598.anm	45668	17c14f29399bdf19cd33fc005285d89ee076c1f3be354a407548dff473eedb45	7233643263616e6d0100000058b20000	eb8fdccc92ce4598	assets/characters/braum/skins/skin24/animations/braum_skin24_idle_01_in.anm	Animation tracks	other skin/shared; see reference graph	aa0aa8a7dd53a131.bin
eb9869dc13271249.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\eb9869dc13271249.tex	Braum.wad/eb9869dc13271249.tex	43716	df3a4b9d58f772e5074023492e1ca4086693748f48618be3d4d03ad30a38b6b8	5445580000010001010a0001ec50cf51	eb9869dc13271249	assets/characters/braum/skins/skin51/particles/braum_skin51_ramp_5.tex	League texture	other skin/shared; see reference graph	07f65b37fb75e834.bin;08e5b232f3994eee.bin;3079df1f381a87bc.bin;6c66319ffa4bb738.bin;6d6176ab099f3064.bin;70c57eae58af6c94.bin;7ca837cacce9639a.bin;b511ce2cc52d55a4.bin;d01bf01d5611bc53.bin;d56c87aaf7fac0ee.bin
eb9d53354a504663.bin	.bin	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\eb9d53354a504663.bin	Braum.wad/eb9d53354a504663.bin	30568	3f9b4f8c3b621db3354b059ea037d1b065bb83feb5fc9392480d2e028436c576	50524f50030000000f0000003f034441	eb9d53354a504663	data/characters/braum/skins/skin0.bin	Property configuration and asset links	base or shared candidate	
eba5986c3c70b59a.anm	.anm	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\eba5986c3c70b59a.anm	Braum.wad/eba5986c3c70b59a.anm	156024	53cfd6986994c39be5d8d9b92d2dd0677dd542baa22e9e228f01cf75287acaba	7233643263616e6d010000006c610200	eba5986c3c70b59a	assets/characters/braum/skins/skin11/animations/braum_taunt_01.anm	Animation tracks	other skin/shared; see reference graph	e43dcf714c8a2a42.bin
ebc68a1afb191e77.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\ebc68a1afb191e77.tex	Braum.wad/ebc68a1afb191e77.tex	87420	a7508651086f960d58d7c07413a1f519095f83e4ce69cac5db2652ba635cf4b1	5445580000010001010c000157570000	ebc68a1afb191e77	assets/characters/braum/skins/skin24/particles/chocosplash.tex	League texture	other skin/shared; see reference graph	02ab7e4623adf97e.bin;3f6a40609700ee85.bin;88b5dd6dc0e099bd.bin;8cf62c85e1e2e7f9.bin;992d3c62ff62964c.bin;a582cf4ad353f261.bin;b30d6dd1b38ee53c.bin;c5c66176cca69ad3.bin;caacae9cc35f0267.bin;d3dbd3f84a5b8600.bin
ebc85be59dee48f6.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\ebc85be59dee48f6.tex	Braum.wad/ebc85be59dee48f6.tex	21884	b2bb32896771d154dc5d7c9653bfbc097b91449e77697049ca919098108ba86f	5445580080008000010c000111110000	ebc85be59dee48f6	assets/characters/braum/skins/skin51/particles/braum_skin51_decal_12.tex	League texture	other skin/shared; see reference graph	7a1193b055eb059a.bin
ebc9f7fabf833fcc.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\ebc9f7fabf833fcc.tex	Braum.wad/ebc9f7fabf833fcc.tex	10948	a39a2a6aa6e712aa00a43a218e8e660e6f5529c776a6e6b9f8f17b1c1a2eb82e	5445580080008000010a0001c249e148	ebc9f7fabf833fcc	assets/characters/braum/skins/skin42/particles/braum_skin42_ba_flash_tar.tex	League texture	other skin/shared; see reference graph	ab5fbb4cdcdfb2ef.bin
ebf1011fba3595a3.scb	.scb	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\ebf1011fba3595a3.scb	Braum.wad/ebf1011fba3595a3.scb	10476	ffa3bc9cab13f65cd0d61007edadda7c5ec8e1b22a93e24aa1539a0da2a42f57	723364324d65736803000200653a5c72	ebf1011fba3595a3	assets/characters/braum/skins/skin10/particles/braum_base_ba_hit_sphere_tar.scb	Static mesh, commonly VFX geometry	other skin/shared; see reference graph	2dc39c165f3aa923.bin
ec2e0ed8cbaee5f8.tex	.tex	C:\Users\etqdo\Downloads\Clash Braum project\Braum.wad\ec2e0ed8cbaee5f8.tex	Braum.wad/ec2e0ed8cbaee5f8.tex	349564	54d61998c24469b9aa174f89636f861b829861b293cbbbf846a51e33b0a258dd	5445580000020002010c0001f3f30000	ec2e0ed8cbaee5f8	assets/characters/braum/skins/skin52/particles/braum_skin52_shield_tx_03.tex	League texture	other skin/shared; see reference graph	d01bf01d5611bc53.bin
